YEAR,JOURNAL,TITLE,DOI
2006,Journal of Arid Environments,"Do abiotic differences explain contrasting graminoid functional traits in sagebrush steppe, USA and Patagonian steppe, Argentina",10.1016/j.jaridenv.2005.07.003
2006,Oikos,Early-successional plants regulate grassland productivity and species composition: a removal experiment,10.1111/j.2006.0030-1299.14267.x
2006,Trends in Ecology and Evolution,Ecology for transformation,10.1016/j.tree.2006.02.007
2006,Ecological Complexity,The epistemological predicament associated with purposive quantitative analysis,10.1016/j.ecocom.2007.02.005
2006,Ecological Modelling,Exploring ecological patterns with structural equation modeling and Bayesian analysis,10.1016/j.ecolmodel.2005.07.028
2006,Frontiers in Ecology and the Environment,Extreme climatic events shape arid and semiarid ecosystems,10.1890/1540-9295(2006)004[0087:ECESAA]2.0.CO;2
2006,Conservation Biology,Forecasting the spread of invasive rainbow smelt in the Laurentian Great Lakes region of North America,10.1111/j.1523-1739.2006.00508.x
2006,Ecology and Society,A handful of heuristics and some propositions for understanding resilience in social-ecological systems,10.5751/ES-01530-110113
2006,Ecological Monographs,Lake dissolved inorganic carbon and dissolved oxygen: changing drivers from days to decades,10.1177/0888325406287176
2006,Western North American Naturalist,Long-term effects of tebuthiuron on Bromus tectorum,10.3398/1527-0904(2006)66[420:LEOTOB]2.0.CO;2
2006,Journal of Soil and Water Conservation,Monitoring and predicting manure application rates using precision conservation technology,
2006,Journal of Ecology,Natural and anthropogenic variation in coarse wood among and within lakes,10.1111/j.1365-2745.2006.01117.x
2006,Ecological Complexity,The nature of ecological complexity: A protocol for building the narrative.,10.1016/j.ecocom.2006.06.002
2006,Biological Invasions,The rapid spread of rusty crayfish (Orconectes rusticus) with observations on native crayfish declines in Wisconsin (U.S.A.) over the past 130 years,10.1007/s10530-005-7854-2
2006,Ecology Letters,Rising variance: a leading indicator of ecological transition,10.1111/j.1461-0248.2005.00877.x
2006,Ecology and Society,Shooting the rapids: navigating transitions to adaptive governance of social-ecological systems,10.5751/ES-01595-110118
2006,Journal of Soil and Water Conservation,"Soil carbon pools in central Texas: prairies, restored grasslands and croplands",
2006,Rangeland Ecology and Management,Strategic and tactical prediction of forage production in northern mixed-grass prairie,10.2111/06-001R1.1
2006,Environmental Biology of Fishes,Timing and site selection of spawning in a landlocked population of rainbow smelt in Wisconsin,10.1007/s10641-006-9005-8
2006,Ecological Applications,Trajectories of zooplankton recovery in the Little Rock Lake whole-lake acidification experiment,10.1890/04-1800
2006,Ecosystems,Uncertainty in calculations of net primary production for grasslands,10.1007/s10021-005-0072-z
2006,Rangeland Ecology and Management,Vegetation on Gunnison's prairie dog colonies in southwestern Colorado,10.2111/1551-5028(2006)59[073:VOGPDC]2.0.CO;2
2006,Ecology and Society,"Water RATs (Resilience, Adaptability, and Transformability) in lake and wetland social-ecological systems",10.5751/ES-01556-110116
2005,Environmental Biology of Fishes,Arthur D. Hasler: he showed us the way,10.1007/s10641-005-3986-6
2005,Global Change Biology,"Carbon fluxes, nitrogen cycling, and soil microbial communities in adjacent urban, native and agricultural ecosystems",10.1111/j.1365-2486.2005.00921.x
2005,Ecology,"Eutrophication due to phosphorus recycling in relation to lake morphometry, temperature, and macrophytes.",10.1890/03-0545
2005,Rangeland Ecology and Management,Evaluation of GPFARM for simulation of forage production and cow-calf weights,10.2111/1551-5028(2005)58[247:EOGFSO]2.0.CO;2
2005,Rangeland Ecology and Management,Heifer performance under two stocking rates on fourwing saltbush-dominated rangeland,10.2111/1551-5028(2005)58[489:HPUTSR]2.0.CO;2
2005,Ecology,The impact of cropping on primary production in the U.S. Great Plains,10.1890/04-0493
2005,Ecology,"Land use, primary productivity, and lake area as descriptors of zooplankton diversity.",10.1890/03-0833
2005,Ecological Applications,"Land use, water chemistry, aquatic vegetation and zooplankton community structure of shallow lakes",10.1890/04-1494
2005,Ecology,"Landscape ecology in North America: past, present and future",10.1890/04-0890
2005,Ecological Applications,Plant traits and ecosystem grazing effects: Comparison of U.S. sagebrush steppe and Patagonian steppe,10.1890/04-0231
2005,Proceedings of the Royal Society B: Biological Sciences,Population effects of increased climate variation,10.1098/rspb.2005.3148
2005,Landscape Ecology,"Potential corridors for the rusty crayfish, Orconectes rusticus, in Northern Wisconsin (USA) lakes: lessons for exotic invasions",10.1007/s10980-004-5649-y
2005,Ecosystems,Surrogates for resilience of social-ecological systems,10.1007/s10021-005-0170-y
2005,Ecology and Society,Uncertainty in discount models and environmental accounting,10.5751/ES-01586-100213
2004,Microbial Ecology,Annual patterns in bacterioplankton community variability in a humic lake,10.1007/s00248-004-0244-y
2004,Landscape and Urban Planning,Characterizing dynamic spatial and temporal residential density patterns from 1940-1990 across the North Central United States,10.1016/j.landurbplan.2003.08.011
2004,Journal of Arid Environments,Ecological impact of historical and future land-use patterns in Senegal,10.1016/j.jaridenv.2004.03.024
2004,Ecology Letters,Effects of environmental variation on extinction and establishment,10.1046/j.1461-0248.2003.00546.x
2004,Global Change Biology,Effects of nitrogen deposition and insect herbivory on patterns of ecosystem-level carbon and nitrogen dynamics: Results from the CENTURY model,10.1111/j.1529-8817.2003.00791.x
2004,Journal of Applied Ecology,Functional traits of graminoids in semi-arid steppes: a test of grazing histories.,10.1111/j.0021-8901.2004.00934.x
2004,Microbial Ecology,Genetically distinct populations of the dinoflagellate Peridinium limbatum in neighboring Northern Wisconsin lakes.,10.1007/s00248-004-0219-z
2004,Journal of Soil and Water Conservation,The human dimension of resource management programs,
2004,Journal of Soil and Water Conservation,Manure management in urbanizing settings,
2004,Ecological Applications,Methane and nitrous oxide fluxes from urban soils to the atmosphere.,10.1890/03-5115
2004,Global Change Biology,A model of carbon evasion and sedimentation in temperate lakes.,10.1111/j.1529-8817.2003.00805.x
2004,American Midland Naturalist,"Mound microclimate, nutrients and seedling survival.",10.1674/0003-0031(2004)152[0012:MMNASS]2.0.CO;2
2004,Oecologia,A multi-scale perspective of water pulses in dryland ecosystems: climatology and ecohydrology of the western USA,10.1007/s00442-004-1570-y
2004,Ecosystems,Plant nitrogen dynamics in shortgrass steppe under elevated atmospheric carbon dioxide,10.1007/s10021-003-0201-5
2004,Ecological Applications,Predicting occurrences and impacts of smallmouth bass introductions in north temperate lakes,
2004,Ecology and Society,"Resilience, adaptability and transformability in social-ecological systems.",10.5751/ES-00650-090205
2004,Ecology and Society,"Spatial complexity, resilience, and policy diversity: fishing on lake-rich landscapes.",10.5751/ES-00622-090108
2004,Ecological Applications,A test of the Environmental Kuznets Curve using long-term watershed inputs,10.1890/02-5381
2003,Ecology and Society,"Assessing future ecosystem services: a case study of the Northern Highlands Lake District, Wisconsin",
2003,Trends in Ecology and Evolution,Catastrophic regime shifts in ecosystems: linking theory to observation,10.1016/j.tree.2003.09.002
2003,Ecological Engineering,Distinguishing ecological engineering from environmental engineering,10.1016/j.ecoleng.2003.08.007
2003,Plant Ecology,Effects of nitrogen availability on competition between Bromus tectorum and Bouteloua gracilis,10.1023/A:1023934515420
2003,Plant Ecology,Effects of ungulates and prairie dogs on seed banks and vegetation in a North American mixed-grass prairie.,10.1023/A:1023929627168
2003,Ecological Applications,Grassland to Woodland Transitions: Integrating Changes in Landscape Structure and Biogeochemistry,10.1890/1051-0761(2003)13[911:GTWTIC]2.0.CO;2
2003,Ecological Applications,Land use impacts on the normalized difference vegetation index in temperate Argentina,10.1890/1051-0761(2003)013[0616:LUIOTN]2.0.CO;2
2003,Conservation Biology,Limb deformities as an emerging parasitic disease in amphibians: evidence from museum specimens and resurvey data.,10.1111/j.1523-1739.2003.00217.x
2003,Ecological Applications,Optimal phosphorus loading for a potentially eutrophic lake,10.1890/1051-0761(2003)13[1135:OPLFAP]2.0.CO;2
2003,Ecology and Society,Resource transitions and energy gain: contexts of organization,
2003,Conservation Biology,Scenario planning: a tool for conservation in an uncertain world,10.1046/j.1523-1739.2003.01491.x
2003,Ecology,Uncertainty and the management of multistate ecosystems: an apparently rational route to collapse,10.1890/0012-9658(2003)084[1403:UATMOM]2.0.CO;2
2003,Ecology,"Variability of lakes on the landscape: roles of phosphorus, food webs, and dissolved organic carbon",10.1890/0012-9658(2003)084[1563:VOLOTL]2.0.CO;2
2003,Frontiers in Ecology and the Environment,Why global scenarios need ecology,10.1890/1540-9295(2003)001[0322:WGSNE]2.0.CO;2
2002,Plant Ecology,Associations between vegetation patterns and soil texture in the shortgrass steppe,10.1023/A:1015525303754
2002,Oecologia,Bison-prairie dog-plant interactions in a North American mixed-grass prairie.,10.1007/s00442-002-0930-8
2002,Ecosystems,"Comparisons of P-yield, riparian buffer strips, and land cover in six agricultural watersheds",10.1007/s10021-002-0159-8
2002,Oikos,Compensation: an alternative method for analyzing diversity-productivity experiments,10.1034/j.1600-0706.2002.960303.x
2002,Ecosystems,"Contagious disturbance, ecological memory, and the emergence of landscape pattern",10.1007/s10021-001-0077-1
2002,Ecology,Ecosystem ecology at regional scales.,
2002,Ecosystems,Environmental controls of primary production in agricultural systems of the Argentine pampas,
2002,Ecology and Society,Estimating resilience across landscapes,
2002,Oikos,"Grazing refuges, external avoidance of herbivory and plant diversity",10.1034/j.1600-0706.2002.990112.x
2002,Journal of Soil and Water Conservation,Managing soil denitrification,
2002,Wetlands,Modeling carbon accumulation in Rocky Mountain Fens,10.1672/0277-5212(2002)022[0100:MCAIRM]2.0.CO;2
2002,Ecology,Regional patterns of decomposition and primary production rates in the U.S. Great Plains,
2002,Journal of Biogeography,The relative abundance of three plant functional types in temperate grasslands and shrublands of North and South America: Effects of projected climate change.,10.1046/j.1365-2699.2002.00701.x
2002,Ecology and Society,Resilience management in social-ecological systems: a working hypothesis for a participatory approach,
2002,Oikos,The role of a spiny plant refuge in structuring grazed shortgrass steppe plant communities,10.1034/j.1600-0706.2002.980106.x
2002,Ecosystems,Stable nitrogen and carbon pools in grassland soils of variable texture and carbon content,10.1007/s10021-002-0142-4
2002,Freshwater Biology,Stocking piscivores to improve fishing and water clarity: a synthesis of the Lake Mendota biomanipulation project,10.1046/j.1365-2427.2002.01011.x
2002,Global Ecology and Biogeography,Using simple environmental variables to estimate belowground productivity in grasslands.,10.1046/j.1466-822X.2001.00267.x
2001,Ecosystems,Belowground primary production by carbon isotope decay and long-term root biomass dynamics,10.1007/s100210000064
2001,Conservation Biology,Boundaries and corridors as a continuum of ecological flow control: lessons from rivers and streams,10.1046/j.1523-1739.2001.99554.x
2001,Ecological Applications,Compensatory dynamics in zooplankton community responses to acidification: measurement and mechanisms,10.1890/1051-0761(2001)011[1060:CDIZCR]2.0.CO;2
2001,Ecology,Ecological history affects zooplankton community responses to acidification,10.1890/0012-9658(2001)082[2984:EHAZCR]2.0.CO;2
2001,Oecologia,The effect of grazing on the spatial heterogeneity of vegetation,10.1007/s004420100737
2001,Ecological Applications,"Environmental and social factors influencing wildfires in the Upper Midwest, United States",10.1890/1051-0761(2001)011[0111:EASFIW]2.0.CO;2
2001,Ecological Economics,Fairness in the contingent valuation of environmental public goods: attitude toward paying for environmental improvements at two levels of scope,10.1016/S0921-8009(00)00210-X
2001,Ecosystems,From metaphor to measurement: resilience of what to what?,10.1007/s10021-001-0045-9
2001,Journal of Freshwater Ecology,"Manipulation of host density affects infestation of a peritrich ciliate (epistylis lacustris) on a calanoid copepod (leptodiaptomus minutus) in Crystal Lake, Wisconsin, USA",10.1080/02705060.2001.9663847
2001,Ecological Applications,Water in a changing world,10.1890/1051-0761(2001)011[1027:WIACW]2.0.CO;2
2001,Ecology,What is the observed relationship between species richness and productivity?,10.1890/0012-9658(2001)082[2381:WITORB]2.0.CO;2
2001,Wetlands,"Zooplankton communities of restored depressional wetlands in Wisconsin, USA",10.1672/0277-5212(2001)021[0292:ZCORDW]2.0.CO;2
2000,Ecological Applications,Belowground consequences of vegetation change and their treatment in models,10.1890/1051-0761(2000)010[0470:BCOVCA]2.0.CO;2
2000,Freshwater Biology,"Community concordance between the fish and aquatic birds of lakes in northern Alberta, Canada: the relative importance of environmental and biotic factors",10.1046/j.1365-2427.2000.00512.x
2000,Ecology,Compensatory dynamics in planktonic community responses to pH perturbations.,10.1890/0012-9658(2000)081[0387:CDIPCR]2.0.CO;2
2000,Oikos,Defoliation-induced enhancement of total aboveground nitrogen yield of grasses.,10.1034/j.1600-0706.2000.910208.x
2000,Freshwater Biology,Distribution of recreational boating across lakes : do landscape variables affect recreational use?,10.1046/j.1365-2427.2000.00511.x
2000,Ecological Applications,Dynamic simulation of tree-grass interactions for global change studies,10.1890/1051-0761(2000)010[0449:DSOTGI]2.0.CO;2
2000,Microbial Ecology,Effects of resources and trophic interactions on freshwater bacterioplankton diversity,
2000,Journal of Freshwater Ecology,"Evaluation of bacterial recovery efficiency and counting precision from decaying leaf litter in Little Rock Lake, Wisconsin, USA",10.1080/02705060.2000.9663733
2000,Freshwater Biology,Landscape spatial patterns in freshwater snail assemblages across Northern Highland catchments.,10.1046/j.1365-2427.2000.00514.x
2000,Ecosystems,Nutrient cycling in lakes and streams: insights from a comparative analysis,10.1007/s100210000015
2000,Ecosystems,Opening the black boxes: ecosystem science and economic valuation.,10.1007/s100210000001
2000,Ecosystems,Phosphorus flow in a watershed-lake ecosystem,10.1007/s100210000049
2000,Freshwater Biology,Regional coherence of climatic and lake thermal variables of four lake districts in the Upper Great Lakes Region of North America.,10.1046/j.1365-2427.2000.00572.x
2000,Ecology,The relationship in lake communities between primary productivity and species richness,10.1890/0012-9658(2000)081[2662:TRILCB]2.0.CO;2
2000,Freshwater Biology,The relationship of egg size and incubation temperature to embryonic development time in univoltine and multivoltine aquatic insects,10.1046/j.1365-2427.2000.00607.x
2000,Wetlands,Sources and yields of dissolved carbon in northern Wisconsin stream catchments with differing amounts of peatland,10.1672/0277-5212(2000)020[0113:SAYODC]2.0.CO;2
2000,Freshwater Biology,Structuring features of lake districts : landscape controls on lake chemical responses to drought.,10.1046/j.1365-2427.2000.00571.x
2000,Ecology,"Synchronous behavior of temperature, calcium and chlorophyll in lakes of northern Wisconsin.",10.1890/0012-9658(2000)081[0815:SBOTCA]2.0.CO;2
2000,"Agriculture, Ecosystems and Environment",A synthesis of recent global change research on pasture and rangeland production: reduced uncertainties and their management implications.,10.1016/S0167-8809(00)00215-2
2000,Journal of Freshwater Ecology,Using stream macroinvertebrates to compare riparian land use practices on cattle farms in southwestern Wisconsin,10.1080/02705060.2000.9663725
1999,Ecological Applications,Dissolved organic carbon as an indicator of the scale of watershed influence on lakes and rivers.,10.1890/1051-0761(1999)009[1377:DOCAAI]2.0.CO;2
1999,Ecology and Society,Ecological and social dynamics in simple models of ecosystem management,
1999,Ecological Applications,Economic valuation of freshwater ecosystem services in the United States: 1971-1997,10.1890/1051-0761(1999)009[0772:EVOFES]2.0.CO;2
1999,Journal of Vegetation Science,Geographic patterns of simulated establishment of two Bouteloua species: implications for distributions of dominants and ecotones,10.2307/3237063
1999,Ecosystems,Grassland precipitation-use efficiency varies across a resource gradient,10.1007/s100219900058
1999,Ecology,How does habitat patch size affect animal movement?: An experiment with darkling beetles,10.1890/0012-9658(1999)080[2261:HDHPSA]2.0.CO;2
1999,Ecological Applications,Management of eutrophication for lakes subject to potentially irreversible change,10.1890/1051-0761(1999)009[0751:MOEFLS]2.0.CO;2
1999,Ecology and Society,Managing the Resilience of Lakes: A multi-agent modeling approach,
1999,Ecosystems,A phosphorus budget for the Lake Mendota watershed,10.1007/s100219900059
1999,Ecosystems,Response of the shortgrass steppe to changes in rainfall seasonality,10.1007/s100219900065
1999,Southwestern Naturalist,Size and habitat characteristics of home ranges of northern grasshopper mice (Onychomys leucogaster),
1999,Ecosystems,Tips and traps in interdisciplinary research,10.1007/PL00010895
1998,Austral Ecology,Ecological and economic analysis of lake eutrophication by nonpoint pollution,10.1111/j.1442-9993.1998.tb00706.x
1998,Ecological Applications,Functional and structural convergence of temperate grassland and shrubland ecosystems,10.1890/1051-0761(1998)008[0194:FASCOT]2.0.CO;2
1998,Ecological Applications,"Genetics, metapopulations, and ecosystem management of fisheries.",
1998,Ecological Applications,"Integrating cultural, economic, and environmental requirements for fresh water",10.1890/1051-0761(1998)008[0569:ICEAER]2.0.CO;2
1998,Ecological Applications,Linear analysis of soil decomposition: Insights from the century model,10.1890/1051-0761(1998)008[0425:LAOSDI]2.0.CO;2
1998,Oikos,Livestock grazing: Animal and plant biodiversity of shortgrass steppe and the relationship to ecosystem function,10.2307/3546547
1998,Ecological Applications,Long-term environmental monitoring: some perspectives from lakes,10.1890/1051-0761(1998)008[0269:LTEMSP]2.0.CO;2
1998,Ecological Applications,Nonpoint pollution of surface waters with phosphorus and nitrogen,10.1890/1051-0761(1998)008[0559:NPOSWW]2.0.CO;2
1998,Ecosystems,Plant effects on spatial and temporal patterns of nitrogen cycling in shortgrass steppe,10.1007/s100219900031
1998,Conservation Biology,A re-evaluation of the role of prairie dogs in Great Plains grasslands,10.1111/j.1523-1739.1998.97469.x
1998,Plant Ecology,Soil water dynamics and vegetation patterns in a semiarid grassland,10.1023/A:1009769620488
1998,Restoration Ecology,"Zooplankton community responses during recovery from acidification in Little Rock Lake, Wisconsin",10.1046/j.1526-100X.1998.06404.x
1997,Ecology,Effects of temperature and soil texture on ANPP in the US Great Plains,10.1890/0012-9658(1997)078[2628:EOTAST]2.0.CO;2
1997,Ecology,Heterogeneity of soil organic matter following death of individual plants in shortgrass steppe,10.1890/0012-9658(1997)078[1256:HOSOMF]2.0.CO;2
1997,Freshwater Biology,The influence of landscape position on lakes in northern Wisconsin,10.1046/j.1365-2427.1997.00149.x
1997,Plant Ecology,The influence of soil texture on the soil water dynamics and vegetation structure of a shortgrass steppe ecosystem,10.1023/A:1009759421640
1997,Ecological Applications,Land cover characterization and land surface parameterization research,10.1890/1051-0761(1997)007[0001:LCCALS]2.0.CO;2
1997,Ecological Modelling,Modeling small-scale spatial interaction of shortgrass prairie species,10.1016/S0304-3800(97)01976-5
1997,Ecological Applications,Non-GeoSpatial Metadata for the Ecological Sciences,10.1890/1051-0761(1997)007[0330:NMFTES]2.0.CO;2
1997,Ecological Modelling,Prediction of functional characteristics of ecosystems: a comparison of artificial neural networks and regression models,10.1016/S0304-3800(96)01913-8
1997,American Midland Naturalist,Scale-dependent habitat selection by the darkling beetle Eleodes hispilabris (Coleoptera: Tenebrionidae),10.2307/2426671
1997,Ecological Modelling,Testing the CENTURY ecosystem level model on data sets from eight grassland sites in the former USSR representing a wide climatic/soil gradient,10.1016/S0304-3800(96)00067-1
1997,Ecological Applications,Use of USGS-provided data to improve weather and climate simulations,
1997,Freshwater Biology,"A yellow-green algal symbiont in the freshwater sponge, Corvomeyenia everetti: convergent evolution of symbiotic associations",10.1046/j.1365-2427.1997.00254.x
1996,Journal of Vegetation Science,Ecological responses of dominant grasses along two climatic gradients in the Great Plains of the United States,10.2307/3236456
1996,Journal of Vegetation Science,Ecosystem responses to changes in plant functional type composition: An example from the Patagonian steppe,10.2307/3236281
1996,Ecological Applications,Phosphorus loads to surface waters: a simple model to account for spatial pattern of land use,10.2307/2269490
1996,Journal of Vegetation Science,Plant species richness and species-area relations in a shortgrass steppe in Colorado,10.2307/3236376
1996,Ecological Applications,Recovery of vegetation in a semiarid grassland 53 years after disturbance,10.2307/2269390
1996,Ecological Applications,Relative abundance of plant functional types in grasslands and shrublands of North America,10.2307/2269602
1996,Journal of Ecology,Response of a grassland cactus to frequency and size of rainfall events in a North American shortgrass steppe,10.2307/2261353
1995,Ecology,Critical thresholds in species' responses to landscape structure,10.2307/2265819
1995,Landscape Ecology,Effects of sensor spatial resolution on landscape structure parameters,10.1007/BF00153828
1995,Global Change Biology,Impact of climate change on grassland production and soil carbon worldwide,10.1111/j.1365-2486.1995.tb00002.x
1995,Journal of Ecology,Influence of gap disturbances and type of microsites on seedling establishment in Bouteloua gracilis,10.2307/2261153
1995,Ecology,Interactions between individual plant species and soil nutrient status in shortgrass steppe,10.2307/1940920
1995,Journal of Vegetation Science,"Production and rain use efficiency in short-grass steppe: grazing history, defoliation and water resource",10.2307/3236392
1995,Ecology,Regional patterns of normalized difference vegetation index in North American shrublands and grasslands,10.2307/1940721
1995,Ecological Applications,Soil organic matter recovery in semiarid grasslands: implications for the conservation reserve program,10.2307/1941987
1995,Ecology,Water Losses in the Patagonian Steppe: a modelling approach,10.2307/1941209
1994,Ecological Applications,Comparisons of Laboratory Bioassays and a whole-lake experiment:  Rotifer responses to experimental acidification,10.2307/1942116
1994,Ecological Applications,Controls of plant and soil carbon in a semihumid temperate grassland,10.2307/1941938
1994,Ecology,Diel changes in resource demand: competition and predation in species replacement among crayfishes,10.2307/1941615
1994,Ecology,Effects of an omnivorous crayfish (Orconectes rusticus) on a freshwater littoral food web,10.2307/1937452
1994,Ecology,Foraging in a Lethal Environment:  Fish Predation in Hypoxic Waters of a Stratified Lake,10.2307/1937450
1994,Ecological Applications,The importance of soil water in the recruitment of Bouteloua gracilis in the shortgrass steppe,
1994,Ecology,"Litter decomposition on the Mauna Loa environmental matrix, Hawaii: Patterns, Mechanisms, and Models",10.2307/1939545
1994,Functional Ecology,Ontogenetic shifts in how grasshoppers interact with landscape structure: an analysis of movement patterns,10.2307/2390072
1994,American Midland Naturalist,Spatial distributions of grass and shrub root systems in the shortgrass steppe,10.2307/2426206
1994,Journal of Ecology,Spatial patterns of roots in a semiarid grassland: abundance of canopy openings and regeneration gaps,10.2307/2261257
1994,Ecology,Structural characteristics of old-growth hemlock-hardwood forests in relation to age,10.2307/1939541
1994,Landscape Ecology,Using fractal analysis to assess how species perceive landscape structure,10.1007/BF00135076
1993,Ecological Modelling,Implications of natural history traits to system-level dynamics: comparisons of a grassland and a forest,10.1016/0304-3800(93)90003-B
1993,Freshwater Biology,Juvenile survival of a planktonic insect: effects of food limitation and predation,10.1111/j.1365-2427.1993.tb00786.x
1993,Trends in Ecology and Evolution,Prediction and Biological Invasions,10.1016/0169-5347(93)90227-G
1993,Landscape Ecology,A revised concept of landscape equilibrium: disturbance and stability on scaled landscapes,10.1007/BF00125352
1993,Ecology,The rise and fall of a dominant planktivore: direct and indirect effects on  zooplankton,10.2307/1939294
1993,Ecological Modelling,What do LTER results mean?  Extrapolating from site to region and decade to century,10.1016/0304-3800(93)90097-C
1993,Ecology,Zooplankton assemblages in fishless bog lakes: influence of biotic and  abiotic factors,10.2307/1939588
1992,Trends in Ecology and Evolution,Achieving a sustainable biosphere: an international endeavour,10.1016/0169-5347(92)90121-Q
1992,Ecological Applications,Long-term forage production of North American shortgrass steppe,10.2307/1941874
1992,Ecology,Long-term soil water dynamics in the shortgrass steppe,10.2307/1940667
1992,Journal of Applied Ecology,"Small-scale heterogeneity in a semi-arid North American grassland. I. Tillering, N uptake and retranslocation in simulated urine patches",10.2307/2404340
1991,Ecological Monographs,Artifacts or attributes?  Effects of resolution on the Little Rock Lake food web,10.2307/2937047
1991,Ecology,Bladder control in Utricularia macrorhiza: lake-specific variation in plant  investment in carnivory,10.2307/2937212
1991,Ecological Modelling,Simulation model for the effects of climate change on temperate grassland ecosystems,10.1016/0304-3800(91)90157-V
1991,"Agriculture, Ecosystems and Environment",Soil microbial biomass carbon and nitrogen estimates using 2450 MHz microwave irradiation or chloroform fumigation followed by direct extraction,10.1016/0167-8809(91)90093-D
1990,Journal of Vegetation Science,Community attributes along a perturbation gradient in a shortgrass steppe,10.2307/3235714
1990,American Naturalist,Intercontinental comparison of small-lake fish assemblages: the balance  between local and regional processes,10.1086/285102
1990,Landscape Ecology,Regional modeling of grassland biogeochemistry using GIS,10.1007/BF02573950
1990,Oikos,Variable selectivity and the role of nutritional quality in food selection by a planktonic rotifer,10.2307/3545540
1989,Landscape Ecology,Disturbances and gap dynamics in a semiarid grassland: A landscape-level approach,10.1007/BF00157753
1989,Ecological Modelling,"Simulated carbon and nitrogen dynamics in blue grama swards subject to above- and belowground grazing, irrigation and fertilization. Part II. The grazing optimization notion",10.1016/0304-3800(89)90061-6
1989,Ecological Modelling,A simulation model of intraseasonal carbon and nitrogen dynamics of blue grama swards as influenced by above- and belowground grazing,10.1016/0304-3800(89)90032-X
1989,Ecological Modelling,Time-Zero: the integrated modeling environment,10.1016/0304-3800(89)90108-7
1988,Ecological Modelling,Bias in estimates of primary production: an analytical solution,10.1016/0304-3800(88)90081-6
1988,"Agriculture, Ecosystems and Environment",Detrital foodweb interactions in North American grassland ecosystems,10.1016/0167-8809(88)90055-2
1988,Ecology,The effects of disturbance size and frequency on a shortgrass plant community,10.2307/1941658
1988,American Naturalist,A generalized model of the effects of grazing by large herbivores on grassland community structure,10.1086/284839
1988,Pedobiologia,Guilds or functional groups? An analysis of predatory arthropods from a shortgrass steppe soil,
1988,Ecological Modelling,A multispecies model for rangeland plant communities,10.1016/0304-3800(88)90084-1
1988,"Agriculture, Ecosystems and Environment","Nematophagy by soil arthropods from the shortgrass steppe, Chihuahuan Desert and Rocky Mountains of the central United States",10.1016/0167-8809(88)90074-6
1988,Ecology,"Nitrogen limitation of production and decomposition in prairie, mountain meadow, and pine forest",10.2307/1941256
1987,Environmental Biology of Fishes,"Distribution, abundance, and mortality of small littoral-zone fishes in Sparkling Lake, Wisconsin",10.1007/BF00002598
1987,American Naturalist,Inferences from spatial and temporal variability in ecosystems: long-term  zooplankton data from lakes,10.1086/284678
1987,Journal of Ecology,"Productivity, growth, and photosynthesis of two small ""Isoetid"" plants,  Littorella uniflora and Isoetes macrospora",10.2307/2260422
1987,Functional Ecology,Root dynamics of Bouteloua gracilis during short-term recovery from drought,10.2307/2389714
1986,Ecological Modelling,Estimating aboveground net primary production in grasslands: A simulation approach,10.1016/0304-3800(86)90045-1
1985,Ecology,"Biogeochemistry of C, N, and P in a soil catena of the shortgrass steppe",10.2307/1941328
1985,Pedobiologia,"The composition and distribution of soil microarthropods in the shortgrass steppe in relation to soil water, root biomass, and grazing by cattle",
1985,Ecological Modelling,Sensitivity analysis of a general rangeland model,10.1016/0304-3800(85)90047-X
1984,Ecological Modelling,Adapting a biomass simulation model to a tropical grassland,10.1016/0304-3800(84)90123-6
1984,Journal of Wildlife Management,Mourning dove nesting and crop gland activity during September in eastern Colorado,10.2307/3801464
1984,Pedobiologia,Soil mesofaunal distribution in relation to habitat types in a shortgrass prairie,
1983,Oikos,Effects of an ectoparasitic nematode on bacterial growth in gnotobiotic soil,10.2307/3544268
1983,Journal of Chemical Ecology,Investigations of trypsin inhibitors in leaves of four North American prairie grasses,10.1007/BF00988042
1983,Oikos,Organic and inorganic nitrogenous losses by microbivorous nematodes in soil,10.2307/3544201
1983,Ecology,"Primary production and abiotic controls in forests, grasslands, and desert ecosystems in the United States",10.2307/1937336
1981,Journal of Applied Ecology,The effect of the pesticide carbofuran on soil organisms and root and shoot production in shortgrass prairie,10.2307/2402403
1981,Journal of Chemical Ecology,Examination of North American Bison saliva for potential plant growth regulators,10.1007/BF00995746
2018,Ecology Letters,Quantifying effects of biodiversity on ecosystem functioning across times and places,10.1111/ele.12928
2018,Ecology Letters,Predicting coral community recovery using multi-species population dynamics models,10.1111/ele.13153
2018,Ecology,Mechanistically derived dispersal kernels explain species-level patterns of recruitment and succession,10.1002/ecy.2498
2018,Ecosphere,A long-term perspective on microclimate and spring plant phenology in the Western Cascades,10.1002/ecs2.2451
2018,Biological Conservation,Nature for whom? How type of beneficiary influences the effectiveness of conservation outreach messages,10.1016/j.biocon.2018.10.029
2018,Fungal Ecology,"Patterns of root colonization by arbuscular mycorrhizal fungi and dark septate endophytes across a mostly-unvegetated, high-elevation landscape",10.1016/j.funeco.2018.07.009
2018,Methods in Ecology and Evolution,Guidelines and considerations for designing field experiments simulating precipitation extremes in forest ecosystems,10.1111/2041-210X.13094
2018,Journal of Ecology,"Forbs, grasses, and grassland fire behaviour",10.1111/1365-2745.12980
2018,Trends in Ecology and Evolution,"β-Diversity, Community Assembly, and Ecosystem Functioning",10.1016/j.tree.2018.04.012
